(0, 0, 0) = 0.000000000000
(0, 0, 1) = 0.000000000000
(0, 0, 2) = 0.000000000000
(0, 0, 3) = 0.000000000000
(0, 0, 4) = 0.000000000000
(0, 0, 5) = 0.000000000000
(0, 0, 6) = 0.000000000000
(0, 0, 7) = 0.000000000000
(0, 0, 8) = 0.000000000000
(0, 0, 9) = 0.000000000000
(0, 0, 10) = 0.000000000000
(0, 0, 11) = 0.000000000000
(0, 0, 12) = 0.000000000000
(0, 0, 13) = 0.000000000000
(0, 0, 14) = 0.000000000000
(0, 0, 15) = 0.000000000000
(0, 0, 16) = 0.000000000000
(0, 0, 17) = 0.000000000000
(0, 0, 18) = 0.000000000000
(0, 0, 19) = 0.000000000000
(0, 0, 20) = 0.000000000000
(0, 0, 21) = 0.000000000000
(0, 0, 22) = 0.000000000000
(0, 0, 23) = 0.000000000000
(0, 0, 24) = 0.000000000000
(0, 0, 25) = 0.000000000000
(0, 0, 26) = 0.000000000000
(0, 0, 27) = 0.000000000000
(0, 0, 28) = 0.000000000000
(0, 0, 29) = 0.000000000000
(0, 0, 30) = 0.000000000000
(0, 0, 31) = 0.000000000000
(0, 0, 32) = 0.000000000000
(0, 1, 0) = 0.000000000000
(0, 1, 1) = 0.000000000000
(0, 1, 2) = 0.000000000000
(0, 1, 3) = 0.000000000000
(0, 1, 4) = 0.000000000000
(0, 1, 5) = 0.000000000000
(0, 1, 6) = 0.000000000000
(0, 1, 7) = 0.000000000000
(0, 1, 8) = 0.000000000000
(0, 1, 9) = 0.000000000000
(0, 1, 10) = 0.000000000000
(0, 1, 11) = 0.000000000000
(0, 1, 12) = 0.000000000000
(0, 1, 13) = 0.000000000000
(0, 1, 14) = 0.000000000000
(0, 1, 15) = 0.000000000000
(0, 1, 16) = 0.000000000000
(0, 1, 17) = 0.000000000000
(0, 1, 18) = 0.000000000000
(0, 1, 19) = 0.000000000000
(0, 1, 20) = 0.000000000000
(0, 1, 21) = 0.000000000000
(0, 1, 22) = 0.000000000000
(0, 1, 23) = 0.000000000000
(0, 1, 24) = 0.000000000000
(0, 1, 25) = 0.000000000000
(0, 1, 26) = 0.000000000000
(0, 1, 27) = 0.000000000000
(0, 1, 28) = 0.000000000000
(0, 1, 29) = 0.000000000000
(0, 1, 30) = 0.000000000000
(0, 1, 31) = 0.000000000000
(0, 1, 32) = 0.000000000000
(0, 2, 0) = 0.000000000000
(0, 2, 1) = 0.000000000000
(0, 2, 2) = 0.000000000000
(0, 2, 3) = 0.000000000000
(0, 2, 4) = 0.000000000000
(0, 2, 5) = 0.000000000000
(0, 2, 6) = 0.000000000000
(0, 2, 7) = 0.000000000000
(0, 2, 8) = 0.000000000000
(0, 2, 9) = 0.000000000000
(0, 2, 10) = 0.000000000000
(0, 2, 11) = 0.000000000000
(0, 2, 12) = 0.000000000000
(0, 2, 13) = 0.000000000000
(0, 2, 14) = 0.000000000000
(0, 2, 15) = 0.000000000000
(0, 2, 16) = 0.000000000000
(0, 2, 17) = 0.000000000000
(0, 2, 18) = 0.000000000000
(0, 2, 19) = 0.000000000000
(0, 2, 20) = 0.000000000000
(0, 2, 21) = 0.000000000000
(0, 2, 22) = 0.000000000000
(0, 2, 23) = 0.000000000000
(0, 2, 24) = 0.000000000000
(0, 2, 25) = 0.000000000000
(0, 2, 26) = 0.000000000000
(0, 2, 27) = 0.000000000000
(0, 2, 28) = 0.000000000000
(0, 2, 29) = 0.000000000000
(0, 2, 30) = 0.000000000000
(0, 2, 31) = 0.000000000000
(0, 2, 32) = 0.000000000000
(0, 3, 0) = 0.000000000000
(0, 3, 1) = 0.000000000000
(0, 3, 2) = 0.000000000000
(0, 3, 3) = 0.000000000000
(0, 3, 4) = 0.000000000000
(0, 3, 5) = 0.000000000000
(0, 3, 6) = 0.000000000000
(0, 3, 7) = 0.000000000000
(0, 3, 8) = 0.000000000000
(0, 3, 9) = 0.000000000000
(0, 3, 10) = 0.000000000000
(0, 3, 11) = 0.000000000000
(0, 3, 12) = 0.000000000000
(0, 3, 13) = 0.000000000000
(0, 3, 14) = 0.000000000000
(0, 3, 15) = 0.000000000000
(0, 3, 16) = 0.000000000000
(0, 3, 17) = 0.000000000000
(0, 3, 18) = 0.000000000000
(0, 3, 19) = 0.000000000000
(0, 3, 20) = 0.000000000000
(0, 3, 21) = 0.000000000000
(0, 3, 22) = 0.000000000000
(0, 3, 23) = 0.000000000000
(0, 3, 24) = 0.000000000000
(0, 3, 25) = 0.000000000000
(0, 3, 26) = 0.000000000000
(0, 3, 27) = 0.000000000000
(0, 3, 28) = 0.000000000000
(0, 3, 29) = 0.000000000000
(0, 3, 30) = 0.000000000000
(0, 3, 31) = 0.000000000000
(0, 3, 32) = 0.000000000000
(0, 4, 0) = 0.000000000000
(0, 4, 1) = 0.000000000000
(0, 4, 2) = 0.000000000000
(0, 4, 3) = 0.000000000000
(0, 4, 4) = 0.000000000000
(0, 4, 5) = 0.000000000000
(0, 4, 6) = 0.000000000000
(0, 4, 7) = 0.000000000000
(0, 4, 8) = 0.000000000000
(0, 4, 9) = 0.000000000000
(0, 4, 10) = 0.000000000000
(0, 4, 11) = 0.000000000000
(0, 4, 12) = 0.000000000000
(0, 4, 13) = 0.000000000000
(0, 4, 14) = 0.000000000000
(0, 4, 15) = 0.000000000000
(0, 4, 16) = 0.000000000000
